config,model,id,source,correct,steps,tool_calls,cost,seconds,answer,gold
"cheap, arxiv + page",mimo-v2.5,research-26,research,False,9,7,0.0032385975999999995,96.0,I cannot reliably answer this question without access to the,120
"cheap, arxiv + page",mimo-v2.5,research-27,research,True,2,1,0.0005836039999999997,19.2,197,197
"cheap, arxiv + page",mimo-v2.5,research-28,research,True,2,1,0.0005787320000000002,17.1,87.19%,87.19%
"cheap, arxiv + page",mimo-v2.5,research-29,research,True,2,1,0.0007354592,22.1,150 tasks.,150
"cheap, arxiv + page",mimo-v2.5,research-30,research,True,3,2,0.0013675872,34.4,47.79,47.79
"cheap, arxiv + page",mimo-v2.5,research-31,research,True,2,1,0.0007711256000000003,21.8,0.85,0.85
"cheap, arxiv + page",mimo-v2.5,research-32,research,True,2,1,0.00028887040000000024,15.8,104,104
"cheap, arxiv + page",mimo-v2.5,research-33,research,True,2,1,0.0005097904000000006,13.8,ARIA,ARIA
"cheap, arxiv + page",mimo-v2.5,research-34,research,True,2,1,0.0007261295999999992,12.7,38%,38%
"cheap, arxiv + page",mimo-v2.5,research-35,research,True,2,1,0.0006851655999999999,15.4,16.8 points,16.8
